label	num.segs	mean.len	median.len	stdev.len	num.bp	frac.bp
all	5934	5048.061	3000.000	6544.539	29955196	1.000
0	120	3950.000	3000.000	3010.675	474000	0.016
1	2368	5552.495	4000.000	6576.897	13148309	0.439
2	1760	4752.440	3000.000	4688.798	8364294	0.279
3	666	2741.129	2000.000	1309.673	1825592	0.061
4	166	5662.651	3000.000	5791.096	940000	0.031
5	228	2635.965	2000.000	1338.999	601000	0.020
6	275	9618.182	5000.000	11027.719	2645000	0.088
7	351	5575.501	3000.000	13042.964	1957001	0.065
