"","EZH2","H2AFZ","H3K27ac","H3K27me3","H3K36me3","H3K4me1","H3K4me2","H3K4me3","H3K79me2","H3K9ac","H3K9me3","H4K20me1"
"0",1,0.989183242407992,0.285508704040474,0.606339118786912,0.210922676989905,0.756265656772532,0.74481020587437,0.51693867868729,0.182696447470681,0.410330667196547,0.687931565478594,0.665916489016183
"1",0,0,0,0,0,0,0,0,0,0,0,0
"2",0.429484964839641,0.171228664854954,0.180118293898846,0.122394031492965,0.911031004299323,0.429677830720587,0.204499003383775,0.205398315301293,0.692237988594111,0.142094302776079,0.772797429511325,0.914137367315885
"3",0.313942349307707,0.180455463014048,0.0387486356283435,0.240152783877124,0.185296055669256,0.11683435574262,0.0426369440019626,0.112578688732543,0.0359406638062903,0.0676582973507746,0.506281012969961,0.355391280930358
"4",0.720615618357126,0.787385981110067,0.809446746287167,0.184441397796822,0.450062082248853,1,0.725912488042056,0.533387439402075,0.320363540908899,0.465442444911799,0.869259237889132,0.396065395941279
"5",0.462445200820282,0.234763129236115,0.0440598128907702,0.570285608747539,0.184283573453221,0.138934714392565,0.0529302820066652,0.130148940980866,0.0379814242335075,0.0900988871529975,0.480392972503449,0.491843325376917
"6",0.338627275238577,0.125589723831632,0.10482358704577,0.0841094694057198,1,0.209708599172143,0.0736961439910435,0.131663751111522,0.180077926772485,0.110868994428917,0.473948522697282,0.717914065647187
"7",0.560640924073551,0.489531359925501,0.220296567294192,0.323931758008345,0.345753724519823,0.639478476266305,0.332348666104224,0.256480429051263,0.136955202195169,0.18435179184993,0.699670416932183,0.536611822925897
"8",0.637446184114394,1,1,0.19633855350244,0.411429040315563,0.602498236376742,1,1,0.969028148062593,1,0.723202068685655,0.645314114180853
"9",0.562568306526159,0.427379190953833,0.0876323167831839,0.261834751357337,0.275177956525615,0.228939902358571,0.0849829791440079,0.182084121685314,0.0710008896463971,0.0917905879485157,1,0.282757234990201
"10",0.593044197259619,0.347631186551331,0.496481669872866,0.167458465326462,0.867276809263683,0.813970736734407,0.675715826149371,0.54246975664111,1,0.377397000247279,0.835070581534267,1
"11",0.771692453906813,0.26654293581691,0.0513032623468231,1,0.222251271445768,0.189990333963327,0.0786178167980209,0.166604072855863,0.0473244028615649,0.111541501720556,0.597998095484436,0.624658742383098
