label	num.segs	mean.len	median.len	stdev.len	num.bp	frac.bp
all	6396	4683.427	3000.000	6487.440	29955196	1.000
0	129	4108.527	3000.000	3367.055	530000	0.018
1	193	5854.922	3000.000	6641.032	1130000	0.038
2	2541	5035.218	3000.000	7060.410	12794490	0.427
3	2345	4092.587	3000.000	3670.125	9597116	0.320
4	190	2515.789	2000.000	1217.099	478000	0.016
5	542	2733.561	2000.000	1245.295	1481590	0.049
6	270	9492.593	6000.000	10758.198	2563000	0.086
7	186	7424.731	4000.000	17436.744	1381000	0.046
