"","EZH2","H2AFZ","H3K27ac","H3K27me3","H3K36me3","H3K4me1","H3K4me2","H3K4me3","H3K79me2","H3K9ac","H3K9me3","H4K20me1"
"0",0.683169413776512,0.042159001170126,0.0447680118983508,0.355340052465622,0.164879305443341,0.166666106096705,0.0625570306560686,0.13551627907768,0.0306177021574562,0.123206590548465,0.273066576146548,0.498735683986062
"1",0.845370417140692,0.194100773651995,0.166195760450171,0.45931126336631,0.246455500499706,0.702959735748696,0.338188862850169,0.302687168995888,0.105831732536918,0.187620435360075,0.411198114725842,0.560639014579983
"2",0.8112581648979,0.13173128769879,0.0714238284575671,0.250915361611953,0.237049529646065,0.222020600217972,0.0930425565291534,0.199964262961721,0.0567683424529162,0.120089560633197,1,0.284499380040465
"3",0.999629600976365,1,0.842918348368219,0.339392002612805,0.209554917110416,0.875916146366981,0.908699185337667,0.858722672670096,0.470477998069851,0.808909660706774,0.439951676228602,0.35299388296559
"4",0.877246980225145,0.3850102030562,1,0.239789766499203,0.548986232954982,0.811211799788312,1,1,1,1,0.394851885942706,0.721687619976481
"5",1,0.463142760510656,0.453592090879763,0.410182388245958,0.289266676025593,1,0.645953123476142,0.538800636746729,0.18355268964275,0.357350183247473,0.528272160299222,0.487524900500784
"6",0.829802667569292,0.089449748109675,0.438780064355725,0.198074498981685,0.853739654925406,0.895763873584537,0.690238685621057,0.58571859659461,0.833605717531286,0.365901277918679,0.4805852032268,1
"7",0.913369172328921,0.0516597516782492,0.0487230502287189,1,0.146731144141795,0.251926163004567,0.0875491972655798,0.151932074558174,0.0351386507560764,0.139867478350785,0.298777159124676,0.903373061278489
"8",0.694538598675199,0.0143619339187003,0.172828000018937,0.195810429671234,0.912137187670146,0.445056712566621,0.206208467823649,0.230949456269191,0.58445667866371,0.16828325663573,0.479393594887473,0.932016010718798
"9",0.565598302050097,0.0274125224423692,0.0324508583247647,0.250047104887345,0.125313631429152,0.108250160082894,0.0446462345254427,0.119379564072709,0.0205612450571066,0.0940601687574121,0.283217955445207,0.359546652156921
"10",0,0.016806335598024,0,0,0,0,0,0,0,0,0,0
"11",0.567140080239896,0,0.100260181198696,0.183747631907663,1,0.240524274125402,0.0806604795877434,0.131922132638187,0.153535386908358,0.13332554936929,0.227545419413501,0.688327849104077
"12",0.59101690186975,0.0205972187502804,0.0376774770896618,0.584213781064454,0.114039281000834,0.150993621510849,0.0538726578065089,0.10624355925125,0.0247856681325713,0.10952985059092,0.206588568999924,0.604851465361846
