"","EZH2","H2AFZ","H3K27ac","H3K27me3","H3K36me3","H3K4me1","H3K4me2","H3K4me3","H3K79me2","H3K9ac","H3K9me3","H4K20me1"
"0",0.334698193315757,0.567526747976244,0.259887165137754,0.244264352779329,0.360653489081614,0.800457115534639,0.427638123540159,0.306680913987488,0.148307273439041,0.219685602464299,0.798447244943745,0.536459917510205
"1",0.231027391927828,0.158155874813795,0.143847424787027,0.0918887414102201,0.938103192420107,0.372700668125659,0.140484873616628,0.17102986646732,0.463079729577754,0.12244335539514,0.76087704369222,0.789984345794949
"2",0.268561681512469,0.200093146236054,0.230694238410545,0.0927447903217387,0.973674906837781,0.59977168798195,0.280991903170545,0.253576366164977,0.873092251187276,0.169007868981058,0.976605964336878,1
"3",0.164768502275869,0.175458194102355,0.0369567342260299,0.173844108781413,0.177592165402206,0.127534753897916,0.043564144162186,0.102466693274209,0.0355227532268766,0.0669841391839113,0.469962555477248,0.379885249763189
"4",0.451616718627544,0.921466035575011,0.686909706276797,0.209186942261615,0.343325890033874,1,0.789287086353313,0.580619752188755,0.303728025340017,0.507090070358859,0.885166375821928,0.455775802751002
"5",0.25451327030255,0.232949622157269,0.0437716358124768,0.382045488008445,0.191389463440173,0.153770632323341,0.0530570686174244,0.127505462504913,0.0392500807506537,0.0886568380017226,0.527468543650419,0.48286830319489
"6",0.182539149095349,0.127517832937101,0.0992003164521743,0.0604474435462942,1,0.214702125473981,0.0688404456465568,0.127104930043987,0.142002840300738,0.109440112220884,0.499180681568467,0.691279873797558
"7",0.314927200095326,0.46245589258225,0.114213769696647,0.212346401760705,0.288058687805668,0.370003662792792,0.137098989932297,0.189722773881967,0.0849634143295881,0.111516171167097,0.947272801095453,0.377444855406372
"8",0.348778340456242,1,1,0.135475798801406,0.413812600689028,0.640392271246633,1,1,0.987620882907836,1,0.8149711546852,0.637081354590601
"9",0.229807585612582,0.236824472011449,0.0488361358707924,0.151392192291375,0.244698648685923,0.143524681664242,0.0437060034968606,0.155363943766785,0.0463935707387644,0.0681357496214167,1,0.270042934184273
"10",0.334251597117886,0.38664548089726,0.566032045839695,0.130182003831861,0.841427858718043,0.91943581149922,0.746900617228159,0.596560497897408,1,0.419435653641634,0.902391419451279,0.895591744094752
"11",0.375449134431756,0.258129414553328,0.0509467417094996,0.646455576249527,0.228454691516231,0.192608441284434,0.0672284571619294,0.160785644008186,0.0473781849845162,0.106431178998972,0.654919692733049,0.586333386057122
"12",1,0.38429363263189,0.0501187718799567,1,0.192250615122295,0.413133395692909,0.296503040236962,0.236941728983524,0.0598404039314188,0.150346769585093,0.79912403901821,0.876446426234692
"13",0,0,0,0,0,0,0,0,0,0,0,0
