"","EZH2","H2AFZ","H3K27ac","H3K27me3","H3K36me3","H3K4me1","H3K4me2","H3K4me3","H3K79me2","H3K9ac","H3K9me3","H4K20me1"
"0",0.394671730450856,0.880622495363095,1,0.141044917543444,0.408318702563503,0.581474186238412,1,1,0.956610325174067,1,0.698731161159678,0.640869529046981
"1",1,0.274956327754409,0.0506194806615922,1,0.209228216438954,0.309319073265695,0.20984447147611,0.204232390137632,0.0548674133073655,0.126620142577273,0.675273608806306,0.815469202955433
"2",0.681520234233277,1,0.269504173551024,0.47860891928255,0.163999053515986,0.692552016741871,0.857601095460481,0.593724867863398,0.198986248493749,0.493750916680219,0.608996834506612,0.674955495944781
"3",0.394382190728039,0.224195265351279,0.0504061277412031,0.61839060210305,0.226089102248628,0.163782799897989,0.0623503584121828,0.157821129900462,0.0452410433040401,0.104517950524201,0.550950806293647,0.56830938351764
"4",0.297047421487644,0.176599932096328,0.235883441196865,0.0949626815484841,0.980246570074968,0.549976966210791,0.28693924653397,0.257419366271894,0.858645634982073,0.170549756024611,0.834839708101571,1
"5",0.347030283106677,0.400436106005974,0.135707851614337,0.274320449818204,0.277388629422355,0.490355875276127,0.230192573650062,0.209873561981052,0.0875369847278514,0.143255906907804,0.64804332278041,0.51017131234488
"6",0.178908723755858,0.148926979591505,0.0379207186987878,0.151059533596054,0.187808807103154,0.112959008789243,0.0411974183376866,0.108492461832228,0.035403163749841,0.0637696088567502,0.45972996712891,0.344750333855726
"7",0.254699581743367,0.137319917718338,0.141901325516285,0.0910566005912143,0.933442944212364,0.334351320447124,0.137769358925832,0.169522322036522,0.459021919509879,0.121455275354139,0.652725664500581,0.797914523861788
"8",0.202720507090936,0.111180156530293,0.1003365859529,0.0595322770418758,1,0.193471998126362,0.0682043251083153,0.127744241968627,0.140785687010583,0.10904804318017,0.429510687006527,0.687156049151506
"9",0,0,0,0,0,0,0,0,0,0,0,0
"10",0.26384608721498,0.197332485151077,0.0428988151897235,0.350469932513024,0.186159175734855,0.134966959622439,0.0512768405243979,0.122094536841389,0.0374917375401047,0.0858670208762607,0.433272969040157,0.470024631012704
"11",0.447530883333755,0.720728692756573,0.857831487429825,0.13137042684626,0.426114250947625,1,0.777020594003402,0.579481547116523,0.354115828293733,0.51598256835467,0.81668298429625,0.385799650236117
"12",0.377504248459069,0.511178986945308,0.364054650101262,0.187499085114579,0.433649122649554,0.801256764690174,0.481557291983991,0.34209620695579,0.192843727322428,0.247072123641408,0.730019111842682,0.510427753946944
"13",0.3142007895482,0.294464567468734,0.0678160863141753,0.172845255553332,0.275849795410668,0.168881926763931,0.0588429559744944,0.176518369926232,0.0580049378654079,0.077079607562731,1,0.268391846551767
"14",0.367921300425231,0.336026190442481,0.555463941871037,0.133617420985546,0.843420421276921,0.822212009681616,0.753709766421633,0.606136029653815,1,0.425918284313195,0.766827958960941,0.92594707802313
